ID,Type,Message,Medical_severity
5668,validation,"We need an organization in Leogane, the i area it is an emergency we need help for 800 families, and a doctor for the children. ",0
5678,validation,I need help. I'm short of breath... ,1
5684,train,"We need tarps, tents, food, water health care ",1
5693,train,"I am in need of food, my medication is in the area of Bombardopolis, Haiti ",1
5709,test,"The people from La Voute, need water and food. ",0
5714,train,Good morning we live in the 12th section of Leyogane. We have seen no aid yet. The biggest problem is that we have a young woman that is going to give birth this month and she has no shelter to deliver in. ,0
5731,train,I am quite ill and cannot find care. ,1
5756,train,"WHAT CAN WE DO WHEN A PERSON HAS DIARHERA ROUJOL ,COLD, I NEED MEDICS FOR A KID 8 YEARS OLD ",1
5767,train,WE ARE IN SILO IT'S RAINING PEOPLE GET PANIC WE NEED TENTS NOW BEFORE THE KIDS GET SICK HELP HELP ,1
5772,train,"Good morning, I am living in the 12th. section of Leogane Haiti, we never receive any help at all, and the biggest problem is, we have a young woman who is about to give birth this month. We have no place, no houses for her. ",1
5777,train,How many fatality missing do we have in Port-au-Prince? ,0
5794,train,he is resting but hurting a lot ,1
5796,train,"WE ARE RESPOSIBLE OF THEIR HEALTH WE NEED VACCIN ,DRINK WATER, NO WE DONT HAVE ANY IN FONTAMA ",1
5801,train,I would like to go the hospital. I have time to go the provinces ecountryside. How can you help me? ,1
5823,train,The Minister of health told everyone who's taking prescription for aids can go to the same place or can have someone get it for them. ,0
5871,train,"It would have been better if we had been hurt, we would have been able to sleep in the hospital and get food. My grandmother had a stroke, we are three kids who need to eat. I am the oldest of the boys, I am 22. ",1
5933,train,"In Bainet, the people need medication because there are diarrhea and vomiting outbreaks in the community- ",1
5947,train,"How could you forget me, what will you do for me. I am suffering for three reasons, the first is food, the second is work, the third is sleep. I can't not suffer because I .. ",0
5959,test,There are a lot of diseases from infection in haiti -- what should we do? ,1
5974,train,"We never received anything in the area of La Tremble 5, at the Vaudreuil entrance. We don't have water problems, it's food and medicine that we need. ",1
6001,train,"Their are a lot of people who are in the Puilboreau in the small village of Ennery who needs food, water, and medication ",1
6030,train,What do we do to avoid an epidemic? ,0
6040,train,IT'S RAINING THE MOTHER WENT TO THE HOSPITAL WITH HER KID OF 8 YEARS OLD WE STILL NEED HELP ,0
6056,train,"Hunger will end us in Arcahaie, Corail. ",0
6103,train,What advice do you have to care for traumatized people? ,0
6104,train,"In Delmas 41, impasse Mirthe we're hurt, we don't have anything to eat, hunger is killing us, our kids can't get anything to eat. Send us vaccines. Thank you ",0
6130,train,Where can someone get tested for aids for free?? Where can I get medication for aids ,1
6132,train,"Hi, we live in Carrefour Feuilles. We need aid, tent, food ",0
6159,test,Where can the people in Saint-Marc who came from Port-au-Prince find food? We are hungry. ,0
6261,train,I am a victim. I have head injuries. I do not feel very well. How can I find aid with this type of medical complication. ,1
6262,train,I am a victim. I have a head wound. I am not comfortable at all. How can I find help with this sickness.. ,1
6280,train,"There are kids who are getting seriously sick because they don't get any food, health care .. ",1
6291,train,"Hello. I am a Haitian living in the 12eme (12th) Section of Leogane, such as it is. I have a young woman who is in labor having a baby. I have no house. I have no means to live. How can you help? ",0
6299,test,"Sacre-Coeur Hospital which located in this village Milot 14 km south of Oakp is ready to receive those who are injured. Therefore, we are asking those who are sick to report to that hospital. ",1
6348,validation,"SOS SOS SOS On Rue Bartholy in Nazon we need assistance -- watere, food, medicine, tents, tarps, etc - we have not received anything since emessage cut off ",0
6401,train,Get some more details: type of aid needed. Precise location ,0
6412,train,croix depres in Deskolin -- we need treated drinkable water ,0
6480,train,I am a victim. I have not received any humanitarian aid. Thank you. ,0
6531,train,I would to know how they are going to rebuild the country. ,0
6562,train,"I had heart surgery. I cannot be under the rain. However, I have a friend who has a house with some holes in the walls, I will go to sleep there. ",0
6578,validation,If my home is not cracked can I sleep inside it? ,0
6599,test,There is a man who need therapy. Where can he go? What can we do in this situation? ,0
6649,test,HELP ME WITH MY 9 KIDS WE NEED TENTS FOOD WATER MEDICS ,1
6739,test,"We live in Siloe, Impasse Blanchard. we don't have tents, we are homeless. We have made a request earlier to 4636, we never got a response. Please, think about us and do something. ",0
6759,test,Where I need to get Tant and food? ,0
6763,train,"I AM IN GONAIVES WE ARE 20 STUDENTS FROM THE UNIVERSITY, WE ARE SURVIVORS AND WE HAD NO HELP ",0
6769,test,"We ask for Doctors Without Borders / Mdecins Sans Frontieres to come to the cities/towns outside of the Port-au-Prince areas.. (in the provinces) also. This is, in order to care for people who left Port-au-Prince and who are victims after the January 12th earthquake. Particularly, the dictors should travel to the city of Gonaives. ",0
6801,train,We need help. And we are located near the Ophtamology hospital of Milot ,0
6879,test,I have my cousin who has a girlfriend with HIV. What kind of precautions can he take? ,0
6985,train,"The darkness and the mosquitos are eating us up. Please, we ask those in charge to do something for us. The number of our post is DAS 052 ",0
6993,train,"I have people who are dying, my house is broken, I'm not getting anything ",0
6997,train,We are in need of assistance. we are abandonned here in petionville between Dirgue Road and the Health center. ,0
7022,train,WHERE CAN I GET HELP I AM WOUNDED ,1
7037,train,The children who are in my hands does not infect Pneumonia was through this that I had taken ,0
7044,train,give me more informations on malaria ,0
7103,train,WE ARE HUNGRY AND WE NEED A DOCTOR TOO ,0
7121,train,"Please rescue Valliant. Help us, even if it's at night. Lots of mosquitos eating us up. Even come in the evening. We need electricity ",0
7148,validation,Is Latortue not in Haiti. We've gotten no help here. ,0
7298,validation,"I AM A VICTIM IN THE EARTH QUAKE, PLEASE I NEED YOUR HELP. ",0
